Symbol,Date,Open,High,Low,Close,PrevClose,Change,PctChange,Volume,AvgVol20,RVOL,VWAP,VWAP_Pos,VWAP_Band,VWAP_Dist%,EMA9,EMA20,EMA50,RSI,MACD,MACD_Signal,MACD_Hist,MACD_Cross,BB_Width%,BB_Pos,ATR,ADX,ADX_Trend,ADX_Dir,Supertrend,Breakout,Gap%,Gap_Type,Score,Label,ATR_Stop_L,ATR_Target_L,Vol_Spike
GODFRYPHLP,01-09-2026,2104.8,2118.7,2072.0,2078.3,2104.8,-26.5,-1.26,137418,224556,0.61,2185.75,Below,Below -1σ,-4.92,2114.94,2136.09,2160.05,41.04,-20.26,-13.56,-6.703,,13.88,Inside,54.86,11.3,No Trend,Bear,Bear,,0.0,No Gap,10,Strong Bear,1996.0,2188.03,
GODREJPROP,01-09-2026,2023.2,2023.2,1965.0,1978.0,2014.7,-36.7,-1.82,329230,556611,0.59,2046.94,Below,Below -1σ,-3.37,2023.25,2033.84,1994.0,42.79,-4.93,2.1,-7.0274,,6.67,Inside,56.41,14.42,No Trend,Bear,Bear,,0.42,No Gap,10,Strong Bear,1893.39,2090.82,
HAL,01-09-2026,4801.6,4819.6,4771.6,4807.6,4801.6,6.0,0.12,492807,1117156,0.44,4932.71,Below,Below -1σ,-2.54,4875.2,4860.81,4706.78,48.37,51.08,89.33,-38.2458,,8.15,Inside,97.51,26.53,Strong Trend,Bear,Bull,,0.0,No Gap,10,Strong Bear,4661.33,5002.63,
HINDALCO,01-09-2026,1023.0,1033.9,1010.0,1014.4,1015.45,-1.05,-0.1,2764904,4405885,0.63,1043.33,Below,Below -1σ,-2.77,1031.04,1028.03,1014.47,47.43,8.02,13.62,-5.5919,,5.95,Inside,24.45,21.63,Weak Trend,Bear,Bear,,0.74,Gap Up,10,Strong Bear,977.73,1063.3,
IREDA,01-09-2026,115.68,115.85,114.15,114.2,116.5,-2.3,-1.97,3725885,4622653,0.81,117.95,Below,Below -1σ,-3.18,116.54,117.49,119.51,37.95,-1.25,-1.31,0.0668,,7.47,Inside,2.42,15.13,No Trend,Bear,Bear,,-0.7,Gap Down,10,Strong Bear,110.57,119.04,
KAYNES,01-09-2026,3678.3,3691.8,3582.0,3600.5,3685.0,-84.5,-2.29,1132934,1347399,0.84,3811.06,Below,Below -1σ,-5.53,3806.78,3767.3,3587.12,44.21,76.5,109.12,-32.6151,,12.78,Inside,146.03,22.89,Weak Trend,Bear,Bull,,-0.18,No Gap,10,Strong Bear,3381.46,3892.55,
KFINTECH,01-09-2026,961.1,961.1,931.0,937.5,970.0,-32.5,-3.35,575479,970499,0.59,957.2,Below,Below -1σ,-2.06,956.62,949.69,921.86,48.54,11.6,14.95,-3.3492,,7.39,Inside,29.11,27.03,Strong Trend,Bull,Bull,,-0.92,Gap Down,10,Strong Bear,893.83,995.72,
KPITTECH,01-09-2026,585.2,594.3,581.0,590.0,585.0,5.0,0.85,1026441,1637366,0.63,608.32,Below,Below -1σ,-3.01,593.6,597.99,617.02,45.69,-5.51,-4.93,-0.5828,,10.62,Inside,17.89,17.39,No Trend,Bear,Bear,,0.03,No Gap,10,Strong Bear,563.17,625.78,
MANAPPURAM,01-09-2026,342.05,344.45,335.6,337.0,340.1,-3.1,-0.91,1860296,6755377,0.28,356.79,Below,Below -1σ,-5.55,349.04,351.48,343.07,40.34,-0.35,2.48,-2.8279,,11.21,Inside,10.71,16.63,No Trend,Bear,Bear,,0.57,Gap Up,10,Strong Bear,320.93,358.43,
MAZDOCK,01-09-2026,2481.0,2502.2,2453.3,2485.0,2480.0,5.0,0.2,471989,976339,0.48,2546.46,Below,Below -1σ,-2.41,2540.01,2526.07,2479.16,46.33,26.36,39.12,-12.7547,,8.2,Inside,61.61,28.54,Strong Trend,Bear,Bull,,0.04,No Gap,10,Strong Bear,2392.59,2608.22,
NAM-INDIA,01-09-2026,1190.0,1209.6,1166.0,1178.9,1172.3,6.6,0.56,1257707,1304617,0.96,1204.04,Below,Inside,-2.09,1198.48,1196.27,1175.68,46.89,6.59,11.44,-4.8491,,8.71,Inside,34.27,15.98,No Trend,Bear,Bull,,1.51,Gap Up,10,Strong Bear,1127.5,1247.44,
NATIONALUM,01-09-2026,383.0,383.75,368.6,372.0,381.5,-9.5,-2.49,6151988,7893704,0.78,392.94,Below,Below -1σ,-5.33,387.07,384.2,374.73,45.51,5.66,8.5,-2.8366,,11.03,Inside,12.39,23.37,Weak Trend,Bear,Bear,,0.39,No Gap,10,Strong Bear,353.42,396.78,
PAGEIND,01-09-2026,35620.0,35800.0,35385.0,35675.0,35800.0,-125.0,-0.35,15534,34053,0.46,36848.09,Below,Inside,-3.18,35891.21,36783.15,38100.2,34.98,-1085.5,-1101.27,15.7713,Bull,18.31,Inside,826.17,37.48,Strong Trend,Bear,Bear,,-0.5,Gap Down,10,Strong Bear,34435.74,37327.34,
POWERGRID,01-09-2026,263.3,264.55,261.7,264.55,263.55,1.0,0.38,8490266,8573585,0.99,268.87,Below,Below -1σ,-1.61,266.35,269.6,276.01,38.1,-4.11,-4.21,0.1088,,6.21,Inside,4.58,16.93,No Trend,Bear,Bear,,-0.09,No Gap,10,Strong Bear,257.68,273.71,
POWERINDIA,01-09-2026,33450.0,33450.0,32400.0,32640.0,33760.0,-1120.0,-3.32,100862,121971,0.83,34560.12,Below,Below -1σ,-5.56,33533.77,33619.37,33462.22,44.38,39.38,231.96,-192.5816,,14.33,Inside,1104.54,15.45,No Trend,Bull,Bear,,-0.92,Gap Down,10,Strong Bear,30983.19,34849.08,
PREMIERENE,01-09-2026,1023.1,1028.8,1011.1,1012.9,1036.3,-23.4,-2.26,506606,1071059,0.47,1028.15,Below,Inside,-1.48,1020.99,1026.2,1037.72,45.96,-6.58,-6.58,-0.0004,Bear,6.38,Inside,31.86,20.89,Weak Trend,Bear,Bear,,-1.27,Gap Down,10,Strong Bear,965.11,1076.61,
SBIN,01-09-2026,1051.3,1051.3,1027.1,1034.5,1060.0,-25.5,-2.41,7604124,9545008,0.8,1067.11,Below,Below -1σ,-3.06,1048.28,1049.95,1042.48,44.38,0.47,3.25,-2.7751,,6.23,Inside,18.66,14.88,No Trend,Bull,Bear,,-0.82,Gap Down,10,Strong Bear,1006.51,1071.83,
SUZLON,01-09-2026,47.5,47.5,46.25,46.5,47.52,-1.02,-2.15,39970870,40782714,0.98,47.47,Below,Below -1σ,-2.05,47.01,47.67,49.87,37.32,-1.03,-1.22,0.1981,,5.26,Inside,1.12,24.41,Weak Trend,Bear,Bear,,-0.04,No Gap,10,Strong Bear,44.82,48.74,
SWIGGY,01-09-2026,279.85,281.3,275.0,275.0,281.9,-6.9,-2.45,5370376,13392248,0.4,283.34,Below,Below -1σ,-2.94,280.82,279.82,272.22,46.74,2.32,3.39,-1.0687,,6.64,Inside,8.51,19.03,No Trend,Bull,Bull,,-0.73,Gap Down,10,Strong Bear,262.23,292.03,
TATAELXSI,01-09-2026,3583.1,3671.9,3567.1,3638.0,3578.6,59.4,1.66,169396,184842,0.92,3716.81,Below,Below -1σ,-2.12,3653.09,3673.45,3731.67,46.01,-20.32,-11.81,-8.5149,,6.7,Inside,88.49,12.92,No Trend,Bear,Bear,,0.13,No Gap,10,Strong Bear,3505.26,3814.98,
TIINDIA,01-09-2026,2794.9,2794.9,2743.5,2763.2,2780.0,-16.8,-0.6,96393,458991,0.21,2858.6,Below,Below -1σ,-3.34,2829.95,2839.47,2887.26,41.3,-12.53,-9.42,-3.1065,Bear,9.78,Inside,79.98,15.57,No Trend,Bear,Bear,,0.54,Gap Up,10,Strong Bear,2643.23,2923.16,
UNITDSPR,01-09-2026,1490.1,1498.9,1459.0,1470.0,1490.0,-20.0,-1.34,392264,546718,0.72,1524.28,Below,Below -1σ,-3.56,1512.53,1512.66,1463.36,41.06,11.3,23.96,-12.6545,,5.53,Below,30.07,37.46,Strong Trend,Bear,Bull,,0.01,No Gap,10,Strong Bear,1424.89,1530.14,
BANKINDIA,01-09-2026,142.29,143.65,141.4,142.35,141.59,0.76,0.54,3402188,5948348,0.57,143.19,Below,Inside,-0.59,143.14,142.96,142.95,48.59,0.24,0.31,-0.0639,Bear,4.04,Inside,2.99,8.37,No Trend,Bear,Bear,,0.49,No Gap,7,Strong Bear,137.87,148.33,
COALINDIA,01-09-2026,401.75,407.2,399.4,401.6,401.75,-0.15,-0.04,6125327,7816003,0.78,405.75,Below,Inside,-1.02,403.06,407.2,418.22,35.02,-5.54,-5.91,0.3624,,5.0,Inside,6.32,26.22,Strong Trend,Bear,Bear,,0.0,No Gap,7,Strong Bear,392.12,414.24,
GAIL,01-09-2026,173.41,174.39,172.07,172.69,177.5,-4.81,-2.71,8004338,8217715,0.97,174.11,Below,Inside,-0.82,173.77,173.89,173.35,47.97,-0.06,0.01,-0.0663,Bear,4.53,Inside,3.68,13.46,No Trend,Bull,Bear,,-2.3,Gap Down,7,Strong Bear,167.16,180.06,
INDHOTEL,01-09-2026,728.15,728.2,710.85,718.0,737.9,-19.9,-2.7,1128846,1568875,0.72,725.6,Below,Inside,-1.05,723.34,725.65,721.39,46.27,-1.79,-0.93,-0.8584,,4.48,Inside,15.32,17.93,No Trend,Bull,Bear,,-1.32,Gap Down,7,Strong Bear,695.02,748.64,
LT,01-09-2026,4038.0,4038.0,3980.1,3980.1,4044.9,-64.8,-1.6,944212,1335407,0.71,4053.13,Below,Below -1σ,-1.8,4040.3,4033.73,4005.66,44.23,15.89,26.81,-10.9276,,2.95,Below,56.64,17.32,No Trend,Bear,Bear,,-0.17,No Gap,7,Strong Bear,3895.13,4093.39,
ONGC,01-09-2026,233.8,236.6,232.5,236.45,231.8,4.65,2.01,11982265,12563236,0.95,237.64,Below,Inside,-0.5,234.62,236.71,240.44,46.65,-2.44,-2.28,-0.1617,,4.78,Inside,3.78,19.12,No Trend,Bear,Bear,,0.86,Gap Up,7,Strong Bear,230.78,244.01,
PATANJALI,01-09-2026,345.0,347.95,342.5,345.8,345.0,0.8,0.23,2397860,2950273,0.81,351.88,Below,Below -1σ,-1.73,348.29,351.71,366.49,35.98,-5.28,-6.0,0.7176,,3.84,Inside,7.62,31.53,Strong Trend,Bear,Bear,,0.0,No Gap,7,Strong Bear,334.36,361.05,
ALKEM,01-09-2026,5329.5,5358.0,5277.0,5300.0,5329.5,-29.5,-0.55,88288,132587,0.67,5408.38,Below,Inside,-2.0,5351.39,5417.69,5466.87,37.44,-69.38,-58.27,-11.1084,,8.38,Inside,105.91,30.67,Strong Trend,Bear,Bear,,0.0,No Gap,5,Strong Bear,5141.14,5511.81,
AMBUJACEM,01-09-2026,404.0,407.15,401.0,402.2,401.15,1.05,0.26,1375878,2729030,0.5,420.7,Below,Below -1σ,-4.4,409.69,415.62,420.63,37.3,-6.09,-4.82,-1.2701,,10.66,Inside,8.86,15.7,No Trend,Bear,Bear,,0.71,Gap Up,5,Strong Bear,388.91,419.93,
BANDHANBNK,01-09-2026,163.6,164.65,161.65,162.9,163.5,-0.6,-0.37,5214415,7021115,0.74,173.18,Below,Below -1σ,-5.93,168.75,172.53,181.66,30.64,-4.8,-4.68,-0.1175,Bear,8.64,Below,4.75,24.38,Weak Trend,Bear,Bear,,0.06,No Gap,5,Strong Bear,155.77,172.41,
BDL,01-09-2026,1272.0,1273.8,1245.2,1250.0,1275.0,-25.0,-1.96,1098942,2023568,0.54,1349.24,Below,Below -1σ,-7.36,1314.12,1320.73,1303.76,37.81,0.97,12.88,-11.906,,13.37,Inside,39.98,17.0,No Trend,Bear,Bear,,-0.24,No Gap,5,Strong Bear,1190.03,1329.97,
BIOCON,01-09-2026,407.15,407.95,400.35,401.05,412.0,-10.95,-2.66,2119594,3239336,0.65,420.71,Below,Below -1σ,-4.67,412.16,416.49,419.62,35.18,-4.24,-3.05,-1.1895,,7.52,Below,8.75,10.82,No Trend,Bear,Bear,,-1.18,Gap Down,5,Strong Bear,387.92,418.55,
BRITANNIA,01-09-2026,5230.0,5256.0,5145.5,5187.0,5250.0,-63.0,-1.2,235454,344025,0.68,5465.31,Below,Below -1σ,-5.09,5317.82,5384.47,5379.19,35.74,-48.82,-11.34,-37.4826,,9.77,Inside,103.32,20.82,Weak Trend,Bear,Bear,,-0.38,No Gap,5,Strong Bear,5032.02,5393.64,
CROMPTON,01-09-2026,235.77,235.77,230.2,231.1,235.9,-4.8,-2.03,3044648,4809124,0.63,247.64,Below,Below -1σ,-6.68,238.9,244.77,251.93,31.81,-6.12,-4.76,-1.3695,,15.0,Inside,7.21,21.45,Weak Trend,Bear,Bear,,-0.06,No Gap,5,Strong Bear,220.28,245.53,
CUMMINSIND,01-09-2026,5093.5,5115.0,5054.5,5105.0,5105.0,0.0,0.0,430858,533645,0.81,5279.39,Below,Below -1σ,-3.3,5184.51,5270.24,5402.06,34.52,-96.24,-84.83,-11.416,,9.07,Inside,113.09,32.36,Strong Trend,Bear,Bear,,-0.23,No Gap,5,Strong Bear,4935.37,5331.17,
DABUR,01-09-2026,384.0,386.8,381.0,384.0,381.0,3.0,0.79,1394510,1587585,0.88,400.3,Below,Below -1σ,-4.07,390.56,399.66,412.32,26.24,-9.96,-8.45,-1.5122,,10.38,Inside,6.4,48.79,Strong Trend,Bear,Bear,,0.79,Gap Up,5,Strong Bear,374.4,396.8,
DMART,01-09-2026,3850.0,3850.9,3766.1,3824.0,3900.0,-76.0,-1.95,382578,454580,0.84,3922.03,Below,Below -1σ,-2.5,3882.89,3925.22,3984.14,39.01,-43.66,-32.25,-11.4108,,7.99,Inside,94.21,17.27,No Trend,Bear,Bear,,-1.28,Gap Down,5,Strong Bear,3682.69,4012.42,
GODREJCP,01-09-2026,901.3,905.65,891.1,905.0,901.3,3.7,0.41,691121,2648079,0.26,941.92,Below,Inside,-3.92,922.04,952.3,994.62,29.02,-34.96,-32.95,-2.005,,23.58,Inside,21.33,40.23,Strong Trend,Bear,Bear,,0.0,No Gap,5,Strong Bear,873.0,947.66,
HINDPETRO,01-09-2026,361.0,364.55,358.1,363.1,365.75,-2.65,-0.72,1724934,5417186,0.32,380.14,Below,Below -1σ,-4.48,368.64,374.73,381.83,36.27,-6.78,-6.07,-0.7072,,13.01,Inside,8.15,16.87,No Trend,Bear,Bear,,-1.3,Gap Down,5,Strong Bear,350.88,379.4,
HINDUNILVR,01-09-2026,1987.0,2003.0,1980.0,1994.8,1967.4,27.4,1.39,922620,1102904,0.84,2043.45,Below,Below -1σ,-2.38,2010.57,2038.82,2085.54,38.04,-32.31,-29.08,-3.2381,,6.96,Inside,32.18,33.83,Strong Trend,Bear,Bear,,1.0,Gap Up,5,Strong Bear,1946.54,2059.15,
ICICIGI,01-09-2026,1565.0,1573.4,1542.3,1566.9,1566.9,0.0,0.0,446477,1074068,0.42,1625.93,Below,Below -1σ,-3.63,1589.64,1613.92,1658.74,32.65,-28.02,-24.78,-3.2466,,7.48,Inside,33.89,14.05,No Trend,Bear,Bear,,-0.12,No Gap,5,Strong Bear,1516.06,1634.69,
INOXWIND,01-09-2026,70.37,70.37,69.1,69.5,70.37,-0.87,-1.24,8166430,12569007,0.65,74.53,Below,Below -1σ,-6.75,72.09,73.92,77.38,29.69,-2.13,-1.9,-0.2309,,13.13,Inside,2.05,23.89,Weak Trend,Bear,Bear,,0.0,No Gap,5,Strong Bear,66.43,73.6,
JIOFIN,01-09-2026,240.0,240.01,235.01,235.85,241.35,-5.5,-2.28,10376022,12805863,0.81,250.79,Below,Below -1σ,-5.96,241.04,244.05,243.24,38.2,-2.16,-0.49,-1.6742,,12.66,Inside,5.04,15.8,No Trend,Bear,Bear,,-0.56,Gap Down,5,Strong Bear,228.3,245.92,
NBCC,01-09-2026,86.0,86.4,85.0,85.2,86.2,-1.0,-1.16,4383580,5847827,0.75,90.68,Below,Below -1σ,-6.04,87.77,89.88,94.17,26.66,-2.55,-2.43,-0.1218,,14.48,Inside,1.89,30.71,Strong Trend,Bear,Bear,,-0.23,No Gap,5,Strong Bear,82.37,88.97,
NTPC,01-09-2026,327.4,328.25,325.05,327.5,327.4,0.1,0.03,7368972,9021415,0.82,337.8,Below,Below -1σ,-3.05,332.68,336.89,342.79,31.36,-4.45,-3.48,-0.9702,,6.61,Inside,5.85,14.62,No Trend,Bear,Bear,,0.0,No Gap,5,Strong Bear,318.73,339.2,
PFC,01-09-2026,343.3,347.75,343.2,345.8,336.3,9.5,2.82,8352427,9124608,0.92,373.85,Below,Below -1σ,-7.5,356.32,371.32,392.98,26.15,-16.48,-14.12,-2.3568,,23.52,Inside,8.48,39.91,Strong Trend,Bear,Bear,,2.08,Gap Up,5,Strong Bear,333.08,362.76,
PGEL,01-09-2026,575.0,578.5,566.0,569.9,581.0,-11.1,-1.91,728800,1957292,0.37,611.45,Below,Below -1σ,-6.8,588.24,594.64,580.91,37.74,-2.92,2.22,-5.1398,,9.45,Below,16.89,21.48,Weak Trend,Bear,Bear,,-1.03,Gap Down,5,Strong Bear,544.57,603.67,
PIIND,01-09-2026,2391.8,2402.1,2370.7,2397.1,2370.0,27.1,1.14,139789,308896,0.45,2537.16,Below,Below -1σ,-5.52,2452.92,2520.99,2612.0,31.63,-72.57,-59.82,-12.7493,,21.3,Inside,56.95,33.34,Strong Trend,Bear,Bear,,0.92,Gap Up,5,Strong Bear,2311.67,2511.0,
RVNL,01-09-2026,210.21,212.23,208.0,208.38,210.0,-1.62,-0.77,3499129,4008788,0.87,225.0,Below,Below -1σ,-7.39,216.49,221.27,225.74,29.0,-4.42,-2.6,-1.8269,,12.99,Below,5.18,17.53,No Trend,Bear,Bear,,0.1,No Gap,5,Strong Bear,200.61,218.73,
SBILIFE,01-09-2026,1740.5,1753.4,1728.6,1739.3,1740.5,-1.2,-0.07,624029,823412,0.76,1796.18,Below,Below -1σ,-3.17,1763.53,1787.91,1799.42,32.47,-23.37,-16.78,-6.5967,,9.16,Inside,31.92,31.94,Strong Trend,Bear,Bear,,0.0,No Gap,5,Strong Bear,1691.42,1803.13,
SHREECEM,01-09-2026,23605.0,23800.0,23310.0,23490.0,23200.0,290.0,1.25,15342,27446,0.56,24791.2,Below,Below -1σ,-5.25,24093.31,24699.8,25186.4,33.45,-624.76,-499.75,-125.0024,,15.04,Inside,575.52,30.04,Strong Trend,Bear,Bear,,1.75,Gap Up,5,Strong Bear,22626.72,24641.04,
TATACONSUM,01-09-2026,1037.5,1041.8,1025.1,1030.5,1037.5,-7.0,-0.67,1005796,1243002,0.81,1067.63,Below,Below -1σ,-3.48,1046.91,1060.95,1079.38,36.19,-14.79,-11.77,-3.0267,,7.81,Inside,19.72,27.88,Strong Trend,Bear,Bear,,0.0,No Gap,5,Strong Bear,1000.92,1069.94,
TATAPOWER,01-09-2026,347.55,351.95,347.45,350.55,347.0,3.55,1.02,3607249,4842115,0.74,369.43,Below,Below -1σ,-5.11,359.77,367.96,376.35,25.41,-7.54,-4.34,-3.2001,,12.85,Inside,6.51,24.13,Weak Trend,Bear,Bear,,0.16,No Gap,5,Strong Bear,340.79,363.57,
TMPV,01-09-2026,317.2,317.3,308.95,310.0,308.85,1.15,0.37,8947326,9642289,0.93,329.15,Below,Below -1σ,-5.82,316.27,323.65,336.28,32.68,-7.97,-6.5,-1.4711,,17.96,Inside,7.51,31.17,Strong Trend,Bear,Bear,,2.7,Gap Up,5,Strong Bear,298.73,325.03,
TRENT,01-09-2026,2880.0,2911.9,2855.0,2855.0,2879.9,-24.9,-0.86,652211,969582,0.67,3007.92,Below,Below -1σ,-5.08,2901.96,2934.56,2949.61,36.73,-30.35,-19.27,-11.0708,,9.35,Inside,57.47,16.14,No Trend,Bear,Bear,,0.0,No Gap,5,Strong Bear,2768.79,2969.95,
ULTRACEMCO,01-09-2026,11450.0,11550.0,11390.0,11400.0,11450.0,-50.0,-0.44,168128,229589,0.73,11691.76,Below,Below -1σ,-2.5,11557.67,11642.55,11610.03,39.49,-71.64,-40.46,-31.1824,,7.92,Inside,188.51,14.19,No Trend,Bear,Bear,,0.0,No Gap,5,Strong Bear,11117.24,11777.02,
VBL,01-09-2026,404.45,411.35,404.25,405.85,400.45,5.4,1.35,4749110,5676499,0.84,428.49,Below,Below -1σ,-5.28,418.29,429.64,453.92,32.59,-13.18,-11.57,-1.6183,,11.48,Below,11.53,36.97,Strong Trend,Bear,Bear,,1.0,Gap Up,5,Strong Bear,388.56,428.9,
VOLTAS,01-09-2026,1196.0,1206.9,1192.0,1205.0,1194.4,10.6,0.89,288949,1009882,0.29,1262.97,Below,Below -1σ,-4.59,1220.11,1245.99,1275.58,35.51,-27.38,-22.43,-4.9518,,11.48,Inside,30.14,15.79,No Trend,Bear,Bear,,0.13,No Gap,5,Strong Bear,1159.79,1265.27,
WAAREEENER,01-09-2026,2599.9,2609.9,2570.0,2588.0,2605.0,-17.0,-0.65,305081,448751,0.68,2668.48,Below,Below -1σ,-3.02,2634.61,2666.49,2750.27,32.43,-39.63,-37.31,-2.3203,,5.2,Below,53.82,35.46,Strong Trend,Bear,Bear,,-0.2,No Gap,5,Strong Bear,2507.27,2695.64,
